1999,	204,000
2000,	153,000
2001,	150,000
2002,	136,000
2003,	126,000
2004,	126,000
2005,	132,000
2006,	135,000
2007,	136,000
2008,	147,000
2009,	150,000
2010,	153,000
2011,	160,000
2012,	192,000
2013,	193,000
2014,	193,000
